Universitas,Prodi,Rank
stai babussalam sula maluku utara,manajemen pendidikan islam,999.0
stai attahdzib rejoagung ngoro jombang,ekonomi syariah,999.0
sekolah tinggi ilmu ekonomi sampit,kewirausahaan,999.0
sekolah tinggi ilmu ekonomi indonesia pontianak,akuntansi,999.0
sekolah tinggi teologi katharos indonesia bekasi,teologi,999.0
sekolah tinggi teologi renatus pematang siantar,teologi,999.0
stft gki izaak samuel kijne jayapura,pendidikan agama kristen,999.0
sekolah tinggi ilmu tarbiyah alchaeriyah mamuju sulawesi barat,manajemen pendidikan islam,999.0
sekolah tinggi agama islam wakatobi,hukum keluarga islam,999.0
sekolah tinggi bahasa asing bina dinamika cianjur,sastra inggris,999.0
stkip pgri sampang,pendidikan pancasila dan kewarganegaraan,999.0
universitas islam raden rahmat,ekonomi syariah,999.0
universitas nani bili nusantara,teknik elektro,999.0
universitas halu oleo,perpustakaan dan ilmu informasi,999.0
universitas gorontalo,ilmu administrasi negara,999.0
universitas budi luhur,desain komunikasi visual,999.0
universitas graha nusantara,peternakan,999.0
universitas pakuan,pendidikan ilmu pengetahuan alam,999.0
universitas pattimura,akuntansi,999.0
sekolah tinggi agama islam negeri majene,tadris bahasa inggris,999.0
universitas karimun,teknik informatika,999.0
universitas nusa cendana,pendidikan bahasa inggris,999.0
stai alaulia bogor,pendidikan agama islam,999.0
stai alkhairaat halmahera selatan,hukum keluarga,999.0
universitas teknologi sulawesi utara,teknik industri,999.0
universitas sumatera selatan,ilmu komunikasi,999.0
sekolah tinggi ilmu ekonomi jayakusuma,akuntansi,999.0
institut agama islam negeri parepare,sosiologi agama,999.0
universitas gajayana,ilmu komunikasi,999.0
institut teknologi sepuluh nopember,teknologi rekayasa kimia industri,6.0
sekolah tinggi teknologi cirebon,teknik sipil,999.0
universitas galuh,pendidikan sejarah,999.0
universitas kuningan,teknik informatika,999.0
akademi pariwisata indraprasta,perhotelan,999.0
universitas negeri yogyakarta,administrasi perkantoran,19.0
politeknik negeri manado,teknik sipil,999.0
politeknik negeri ujung pandang,akuntansi manajerial,999.0
ikip gunung sitoli,pendidikan pancasila dan kewarganegaraan,999.0
universitas negeri medan,pendidikan kimia,999.0
universitas respati yogyakarta,sistem informasi,999.0
institut teknologi harapan bangsa,informatika,999.0
iain syekh nurjati cirebon,pendidikan agama islam,999.0
universitas pendidikan mandalika,pendidikan olahraga dan kesehatan,999.0
universitas atma jaya yogyakarta,informatika,999.0
politeknik negeri medan,teknik sipil,999.0
universitas muhammadiyah tapanuli selatan,hukum,999.0
universitas papua,budidaya ternak,999.0
stai alkhairat pamekasan,manajemen pendidikan islam,999.0
stai yapnas jeneponto,hukum keluarga,999.0
sekolah tinggi ilmu ekonomi dharma agung bandung,akuntansi,999.0
sekolah tinggi teologi kalvari maluku utara,pendidikan agama kristen,999.0
institut agama islam negeri kerinci,pendidikan bahasa arab,999.0
universitas terbuka,sosiologi,999.0
sekolah tinggi teknologi payakumbuh,teknik sipil,999.0
universitas negeri padang,sastra indonesia,21.0
universitas cenderawasih,pendidikan biologi,999.0
institut agama islam darussalam ciamis jawa barat,pendidikan guru madrasah ibtidaiyah,999.0
stkip pgri metro,pendidikan guru sekolah dasar,999.0
universitas fajar,akuntansi,999.0
universitas negeri medan,pendidikan pancasila dan kewarganegaraan,999.0
universitas batanghari jambi,budidaya perairan,999.0
universitas widya mataram,manajemen,999.0
universitas satya negara indonesia,pemanfaatan sumber daya perikanan,999.0
universitas trisakti,manajemen jasa,18.0
stie manajemen bisnis indonesia,manajemen,999.0
universitas islam 45 bekasi,psikologi,999.0
universitas batanghari jambi,agribisnis,999.0
universitas negeri surabaya,pendidikan tata boga,999.0
universitas sebelas maret,pendidikan guru sekolah dasar,13.0
universitas negeri jakarta,pendidikan tata boga,999.0
iain langsa,komunikasi dan penyiaran islam,999.0
universitas hamzanwadi,bimbingan konseling,999.0
universitas negeri malang,ilmu sejarah,22.0
universitas andalas,sastra minangkabau,24.0
universitas maritim raja ali haji,manajemen sumber daya perairan,999.0
universitas maritim raja ali haji,ilmu administrasi negara,999.0
universitas negeri medan,pendidikan seni rupa,999.0
institut agama islam negeri sorong,pendidikan agama islam,999.0
universitas teknologi yogyakarta,sistem informasi,999.0
universitas pendidikan mandalika,teknologi pendidikan,999.0
stkip pgri lubuk linggau,pendidikan sejarah,999.0
universitas negeri medan,pendidikan sejarah,999.0
sekolah tinggi ilmu ekonomi dharma putra semarang,manajemen perusahaan,999.0
universitas cokroaminoto yogyakarta,pendidikan agama islam,999.0
universitas hamzanwadi,pendidikan ekonomi,999.0
universitas muhammadiyah sinjai,manajemen sumber daya perairan,999.0
stkip pgri jombang,pendidikan jasmani,999.0
universitas serambi mekkah,pendidikan guru sekolah dasar,999.0
universitas muhammadiyah mataram,teknologi hasil pertanian,999.0
universitas kristen immanuel yogyakarta,akuntansi,999.0
sekolah tinggi ilmu ekonomi syariah bengkalis,hukum ekonomi syariah,999.0
stai ypk imam bonjol padang panjang,komunikasi dan penyiaran islam,999.0
institut agama islam darul dawah wal irsyad polewali mandar,komunikasi dan penyiaran islam,999.0
sekolah tinggi teologi rahmat emmanuel jakarta,pendidikan agama kristen,999.0
universitas malahayati,psikologi,999.0
universitas mulawarman,pendidikan komputer,999.0
politeknik pelayaran barombong,nautika,999.0
stai ahsanta jambi,komunikasi dan penyiaran islam,999.0
stkip agama hindu amlapura,pendidikan bahasa inggris,999.0
politeknik negeri madiun,perkeretaapian,999.0
iain tulungagung,sosiologi agama,999.0
politeknik pelayaran barombong,permesinan kapal,999.0
sekolah tinggi teologi tiberias jakarta,teologi,999.0
politeknik negeri ambon,manajemen proyek kontruksi,999.0
sekolah tinggi alkitab ginosko airmadidi,teologi,999.0
sekolah tinggi teologi katharos indonesia bekasi,pendidikan agama kristen,999.0
stit alhidayah tasikmalaya,ilmu alquran dan tafsir,999.0
sekolah tinggi ilmu tarbiyah kupang,pendidikan guru madrasah ibtidaiyah,999.0
stei al amar subang jawa barat,perbankan syariah,999.0
stai ahsanta jambi,ekonomi syariah,999.0
sekolah tinggi ilmu ekonom syariah mitra karya bekasi jawa barat,perbankan syariah,999.0
institut agama islam negeri syaikh abdurrahman siddik bangka belitung,tadris bahasa inggris,999.0
universitas muhammadiyah purwokerto,pendidikan guru sekolah dasar,999.0
universitas bumi hijrah tidore,ilmu pemerintahan,999.0
stt periago,teologi,999.0
sekolah tinggi ilmu ekonomi muhammadiyah tuban,manajemen,999.0
universitas quality,agroteknologi,999.0
politeknik sinar mas berau coal,perawatan mesin,999.0
stai alwashliyah barabai,pendidikan agama islam,999.0
universitas mitra karya,teknik elektro,999.0
universitas pandanaran,teknik sipil,999.0
universitas hasanuddin,administrasi publik,11.0
sekolah tinggi ilmu ekonomi pemuda,akuntansi,999.0
stai madinatul ilmi depok,pendidikan agama islam,999.0
institut agama islam ngawi jawa timur,manajemen pendidikan islam,999.0
politeknik negeri ujung pandang,teknik pembangkit energi,999.0
sekolah tinggi ilmu ekonomi lhokseumawe,akuntansi,999.0
institut ummul quro alislami bogor jawa barat,bimbingan dan konseling islam,999.0
universitas kristen indonesia tomohon,ilmu hukum,999.0
universitas pattimura,pendidikan jasmani,999.0
institut sains dan teknologi terpadu surabaya,desain produk,999.0
universitas tadulako,manajemen kampus kab tojo unauna,999.0
universitas dian nusantara,ilmu komunikasi,999.0
universitas muhammadiyah kudus,teknik industri,999.0
politeknik negeri balikpapan,teknologi rekayasa konstruksi jalan dan jembatan,999.0
universitas ibrahimy,arsitektur,999.0
universitas mpu tantular,teknik industri,999.0
universitas muhammadiyah jambi,manajemen,999.0
universitas khairun,teknik pertambangan,999.0
universitas islam negeri sulthan thaha saifuddin jambi,manajemen dakwah,999.0
sekolah tinggi pariwisata bandung,manajemen konvensi dan event,999.0
universitas triatma mulya,pariwisata,999.0
universitas muslim indonesia,manajemen,999.0
universitas negeri yogyakarta,manajemen pemasaran,19.0
sekolah tinggi agama buddha negeri raden wijaya,pariwisata buddha,999.0
universitas kristen surakarta,pendidikan agama kristen,999.0
universitas iskandar muda,agroteknologi,999.0
universitas nahdlatul ulama kalimantan barat,pendidikan matematika,999.0
politeknik aka bogor,pengolahan limbah industri,999.0
politeknik aceh,mekatronika,999.0
universitas sembilanbelas november kolaka,ekonomi pembangunan,999.0
universitas airlangga,ilmu hubungan internasional,4.0
sekolah tinggi agama islam alhikmah jakarta,pendidikan islam anak usia dini,999.0
stit alanshar tanjung selor bulungan,pendidikan agama islam,999.0
sekolah tinggi agama islam ibnu rusyd,ekonomi syariah,999.0
universitas yos soedarso,hukum,999.0
universitas tomakaka,ekonomi islam,999.0
universitas tomakaka,hukum keluarga islam,999.0
stmik tunas bangsa,sistem informasi,999.0
universitas kapuas sintang,ilmu administrasi bisnis,999.0
politeknik pertanian negeri pangkajene kepulauan,teknologi pembenihan ikan,999.0
stkip pgri ponorogo,pendidikan guru pendidikan anak usia dini,999.0
stai dr kh ez muttaqien purwakarta,pendidikan islam anak usia dini,999.0
universitas muhammadiyah bandung,kriya,999.0
universitas hein namotemo,kehutanan,999.0
institut seni indonesia padang panjang,pendidikan kriya,999.0
politeknik surabaya,komputerisasi akuntansi,999.0
politeknik bisnis kaltara,manajemen keuangan sektor publik,999.0
universitas padjadjaran,bisnis digital,7.0
universitas hamzanwadi,pariwisata,999.0
institut agama islam negeri palu,ilmu perpustakaan dan informasi islam,999.0
institut teknologi dan kesehatan bali,teknologi pangan,999.0
universitas pandanaran,kewirausahaan,999.0
universitas cenderawasih,teknik mesin,999.0
politeknik pembangunan pertanian malang,agribisnis peternakan,999.0
universitas islam malang,perbankan syariah,999.0
universitas internasional batam,teknologi informasi,999.0
universitas sari putra indonesia tomohon,teknik informatika,999.0
iain tulungagung,manajemen keuangan syariah,999.0
universitas teknologi sumbawa,akuntansi,999.0
universitas mitra indonesia,hukum,999.0
universitas hein namotemo,akuntansi,999.0
universitas pendidikan muhammadiyah sorong,akuakultur,999.0
institut agama islam negeri parepare,manajemen zakat dan wakaf,999.0
universitas katolik widya mandala surabaya,akuntansi,999.0
stkip pgri ponorogo,pendidikan bahasa inggris,999.0
universitas ciputra surabaya,teknologi pangan,999.0
universitas islam negeri sunan kalijaga,psikologi,999.0
stai darul arafah lau bakeri deli serdang,hukum keluarga,999.0
institut teknologi dan bisnis bank rakyat indonesia,teknologi informasi,999.0
stai nurul falah airmolek,pengembangan masyarakat islam,999.0
universitas garut,teknik telekomunikasi,999.0
sekolah tinggi ilmu ekonomi syariah putera bangsa tegal jawa tengah,akuntansi syariah,999.0
akademi komunitas negeri aceh barat,konstruksi pondasi,999.0
universitas islam indonesia,manajemen,25.0
universitas indonesia,sistem informasi,1.0
universitas islam indonesia,akuntansi,25.0
universitas islam jember,agribisnis,999.0
politeknik transportasi darat indonesia sttd,manajemen transportasi jalan,999.0
universitas bengkulu,fisika,999.0
universitas swiss german,teknik industri,999.0
institut teknologi sepuluh nopember,teknik informatika,6.0
universitas kristen maranatha,sastra inggris,999.0
universitas sisingamangaraja xii tapanuli utara,agroteknologi,999.0
universitas negeri semarang,pendidikan kimia,999.0
sekolah tinggi keguruan dan ilmu pendidikan nuuwar,pendidikan geografi,999.0
institut teknologi dan bisnis bank rakyat indonesia,teknologi bisnis digital,999.0
stit alquran alittifaqiah ogan ilir sumatera selatan,ekonomi syariah,999.0
iain palangkaraya,hukum tata negara,999.0
iain tulungagung,manajemen bisnis syariah,999.0
universitas muhammadiyah malang,kehutanan,999.0
universitas islam batik,peternakan,999.0
sekolah tinggi ekonomi manajemen bisnis islam bandung,ekonomi syariah,999.0
universitas pattimura,hukum,999.0
universitas pattimura,peternakan,999.0
stai barumun raya sibuhan,ahwal alsyakhshiyyah,999.0
iain sultan amai gorontalo,manajemen keuangan syariah,999.0
institut agama islam alhikmah tuban,pendidikan guru madrasah ibtidaiyah,999.0
institut seni indonesia padang panjang,televisi dan film,999.0
stai ypbwi surabaya,pendidikan agama islam,999.0
universitas hindu negeri i gusti bagus sugriwa denpasar,filsafat hindu,999.0
stai sangatta,ekonomi syariah,999.0
stai syekh h abdul halim hasan alislahiyah binjai,pendidikan islam anak usia dini,999.0
sekolah tinggi bisnis dan manajemen dua saudara,akuntansi,999.0
institut agama islam negeri kudus,hukum ekonomi syariah,999.0
stie syariah almujaddid,hukum ekonomi syariah,999.0
universitas bung karno,ilmu komunikasi,999.0
institut teknologi telkom surabaya,rekayasa perangkat lunak,999.0
universitas sam ratulangi,ilmu administrasi negara,999.0
universitas yudharta pasuruan,administrasi publik,999.0
sekolah tinggi ilmu hukum lubuk sikaping,ilmu hukum,999.0
universitas putra indonesia yptk padang,sistem komputer,999.0
universitas yapis papua,pendidikan agama islam,999.0
politeknik harapan bangsa surakarta,manajemen informatika,999.0
universitas nahdlatul ulama gorontalo,hukum,999.0
sekolah tinggi ilmu ekonomi nusantara makassar,manajemen,999.0
universitas muhammadiyah kudus,ekonomi syariah,999.0
institut teknologi sepuluh nopember,teknologi rekayasa otomasi,6.0
universitas nurul jadid,pendidikan matematika,999.0
universitas bumigora,manajemen,999.0
institut desain dan bisnis bali,desain mode,999.0
universitas mathla ul anwar,pendidikan matematika,999.0
universitas gadjah mada,teknologi survei dan pemetaan dasar,2.0
politeknik penerbangan makassar,teknologi pemeliharaan pesawat udara,999.0
institut agama islam alkhairat pamekasan jawa timur,manajemen pendidikan islam,999.0
universitas sains dan teknologi komputer,komputerisasi akuntansi,999.0
universitas insan cendekia mandiri,peternakan,999.0
institut agama islam sultan muhammad syafiuddin sambas,sejarah dan peradaban islam,999.0
sekolah tinggi pariwisata bandung,destinasi parawisata,999.0
sekolah tinggi hukum indonesia jakarta,ilmu hukum,999.0
amik bumi nusantara,manajemen informatika,999.0
institut teknologi harapan bangsa,teknik elektro,999.0
universitas ibn khaldun,ekonomi syariah,999.0
institut teknologi adhi tama surabaya,teknik perkapalan,999.0
universitas hkbp nommensen,administrasi perpajakan,999.0
politeknik negeri bali,teknik pendingin dan tata udara,999.0
universitas hindu indonesia,akuntansi,999.0
universitas udayana,teknik informatika,999.0
universitas muria kudus,akuntansi,999.0
stai siliwangi bandung,hukum ekonomi syariah,999.0
akademi keperawatan pemerintah kabupaten tapanuli utara,keperawatan,999.0
institut kesehatan rajawali,kebidanan,999.0
politeknik kesehatan kementerian kesehatan jayapura,teknologi laboratorium medis,999.0
politeknik kesehatan kementerian kesehatan jayapura,kebidanan,999.0
politeknik kesehatan kementerian kesehatan manado,kesehatan gigi,999.0
politeknik kesehatan kementerian kesehatan tanjung karang,teknologi laboratorium medis,999.0
politeknik kesehatan kementerian kesehatan ternate,keperawatan,999.0
sekolah tinggi ilmu kesehatan aisyiyah palembang,keperawatan,999.0
sekolah tinggi ilmu kesehatan baiturrahim,kebidanan,999.0
sekolah tinggi ilmu kesehatan baiturrahim,ilmu gizi,999.0
sekolah tinggi ilmu kesehatan banyuwangi,keperawatan,999.0
sekolah tinggi ilmu kesehatan bustanul ulum langsa,kebidanan,999.0
sekolah tinggi ilmu kesehatan dharma husada,keperawatan,999.0
sekolah tinggi ilmu kesehatan indah medan,keperawatan,999.0
sekolah tinggi ilmu kesehatan makassar,ilmu keperawatan,999.0
sekolah tinggi ilmu kesehatan pemkab jombang,keperawatan,999.0
sekolah tinggi ilmu kesehatan syedza saintika,manajemen informasi kesehatan,999.0
sekolah tinggi ilmu kesehatan wira medika bali,teknologi laboratorium medis,999.0
sekolah tinggi ilmu kesehatan ypib,ilmu keperawatan,999.0
universitas bhakti kencana,kebidanan,999.0
universitas muhammadiyah palangka raya,analis kesehatan,999.0
universitas muhammadiyah purwokerto,ilmu keperawatan,999.0
universitas pembangunan nasional veteran jakarta,ilmu keperawatan,999.0
universitas labuhanbatu,akuntansi,999.0
universitas sebelas maret,keuangan dan perbankan,13.0
sekolah tinggi ilmu ekonomi profesional indonesia,manajemen,999.0
universitas kristen indonesia toraja,teknik elektro,999.0
universitas muhammadiyah semarang,teknik mesin,999.0
universitas negeri manado,pendidikan teknik mesin,999.0
universitas terbuka,pendidikan matematika,999.0
stmik akakom,rekayasa perangkat lunak aplikasi,999.0
sekolah tinggi ilmu komunikasi itkp,ilmu komunikasi,999.0
universitas muhammadiyah palu,pendidikan agama islam,999.0
sekolah tinggi agama hindu dharma sentana sulawesi tengah,pendidikan guru sekolah dasar,999.0
iain kendari,manajemen dakwah,999.0
institut teknologi bandung,rekayasa kehutanan,3.0
universitas sultan ageng tirtayasa,teknologi pangan,999.0
universitas megou pak tulang bawang,teknik informatika,999.0
politeknik api yogyakarta,perpajakan,999.0
stai persis garut,ekonomi syariah,999.0
institut keislaman abdullah faqih manyar gresik,pendidikan bahasa inggris,999.0
universitas pgri palembang,pendidikan guru pendidikan anak usia dini,999.0
sekolah tinggi agama kristen terpadu pesat salatiga,pendidikan agama kristen,999.0
stit muhammadiyah aceh barat daya,pendidikan agama islam,999.0
sekolah tinggi keguruan dan ilmu pendidikan media nusantara citra,pendidikan bahasa inggris,999.0
stai rokan,pendidikan islam anak usia dini,999.0
universitas hindu negeri i gusti bagus sugriwa denpasar,teologi hindu,999.0
sekolah tinggi ilmu hukum nias selatan,ilmu hukum,999.0
universitas pendidikan muhammadiyah sorong,teknik sipil,999.0
sekolah tinggi ilmu administrasi trinitas,ilmu administrasi niaga,999.0
universitas muhammadiyah sidenreng rappang,agribisnis,999.0
universitas gadjah mada,akuntansi sektor publik,2.0
universitas kristen wira wacana sumba,peternakan,999.0
universitas negeri yogyakarta,akuntansi,19.0
universitas gadjah mada,teknologi rekayasa elektro,2.0
universitas negeri yogyakarta,teknik manufaktur,19.0
universitas bina sarana informatika,ilmu komunikasi,999.0
institut agama islam negeri parepare,akuntansi syariah,999.0
institut teknologi batam,sistem informasi,999.0
universitas muhammadiyah gorontalo,pariwisata,999.0
stai rasyidiyah khalidiyah amuntai,tadris bahasa inggris,999.0
universitas brawijaya,peternakan,9.0
universitas sebelas maret,bahasa mandarin,13.0
sekolah tinggi bahasa asing yapari,sastra jepang,999.0
universitas pendidikan indonesia,psikologi,17.0
universitas gadjah mada,perencanaan wilayah dan kota,2.0
universitas andalas,sastra inggris,24.0
universitas gadjah mada,penyuluhan dan komunikasi pertanian,2.0
universitas gadjah mada,teknologi hasil perikanan,2.0
universitas gadjah mada,proteksi tanaman,2.0
universitas pendidikan indonesia,pendidikan bahasa inggris,17.0
universitas putra indonesia yptk padang,teknik sipil,999.0
universitas palangka raya,manajemen sumber daya perairan,999.0
sekolah tinggi ilmu ekonomi ama,akuntansi,999.0
universitas pendidikan ganesha,budidaya kelautan,999.0
universitas putra indonesia yptk padang,manajemen,999.0
universitas budi luhur,manajemen,999.0
stkip taman siswa bima,pendidikan matematika,999.0
stai miftahul ulum pamekasan,pendidikan bahasa arab,999.0
sekolah tinggi keguruan dan ilmu pendidikan invada cirebon,pendidikan bahasa inggris,999.0
sekolah tinggi ilmu syariah darul falah bondowoso jawa timur,hukum keluarga islam,999.0
universitas muhammadiyah palu,sosiologi,999.0
universitas tomakaka,ilmu politik,999.0
institut agama islam negeri kudus,manajemen dakwah,999.0
amik medan business polytechnic,manajemen informatika,999.0
stmik indonesia jakarta,sistem komputer,999.0
sekolah tinggi agama islam daruttaqwa manyar gresik,ekonomi syariah,999.0
institut teknologi dan bisnis bank rakyat indonesia,sistem informasi,999.0
institut agama islam negeri metro,hukum keluarga islam,999.0
stai wasilatul falah,pendidikan bahasa arab,999.0
universitas sultan fatah,sistem komputer,999.0
sekolah tinggi ilmu tarbiyah togo ambarsari bondowoso jawa timur,manajemen pendidikan islam,999.0
sekolah tinggi ilmu ekonomi itmi medan,manajemen,999.0
stai ddi pangkep,pendidikan agama islam,999.0
stai dr kh ez muttaqien purwakarta,komunikasi dan penyiaran islam,999.0
politeknik negeri media kreatif,teknik grafika,999.0
stmik pelita nusantara medan,bisnis digital,999.0
universitas tidar,akuntansi,999.0
universitas tidar,peternakan,999.0
universitas islam madura,matematika,999.0
universitas adiwangsa jambi,manajemen,999.0
universitas diponegoro,administrasi pajak k batang,8.0
universitas gadjah mada,pengelolaan arsip dan rekaman informasi,2.0
sekolah tinggi ilmu psikologi harapan bangsa,psikologi,999.0
universitas katolik musi charitas,psikologi,999.0
stit alquran alittifaqiah ogan ilir sumatera selatan,perbankan syariah,999.0
universitas muhammadiyah riau,pendidikan vokasional teknik elektronika,999.0
stmik mercusuar,teknik informatika,999.0
politeknik negeri sriwijaya,teknologi informatika multimedia digital,999.0
institut teknologi telkom surabaya,teknik komputer,999.0
sekolah tinggi ilmu ekonomi ottow geissler serui,manajemen,999.0
sekolah tinggi ilmu ekonomi el hakim,manajemen,999.0
sekolah tinggi ilmu ekonomi ypup makassar,akuntansi,999.0
universitas darussalam ambon,teknik mesin,999.0
stai maarif sampang madura,pendidikan bahasa arab,999.0
politeknik ilmu pelayaran makassar,nautika,999.0
politeknik ilmu pelayaran makassar,teknika,999.0
sekolah tinggi alkitab batu malang,pendidikan agama kristen,999.0
sekolah tinggi teologi khatulistiwa sintang,pendidikan agama kristen,999.0
institut bisnis dan multimedia asmi jakarta,akuntansi,999.0
stai nazhatut thullab sampang madura,ekonomi syariah,999.0
sekolah tinggi ilmu bisnis kumala nusa,manajemen retail,999.0
universitas battuta,hukum,999.0
universitas putra bangsa,sains data,999.0
universitas putra bangsa,ilmu komputer,999.0
institut agama islam negeri batusangkar,tadris matematika,999.0
stit balikpapan,pendidikan guru madrasah ibtidaiyah,999.0
akademi manajemen informatika dan komputer lampung,manajemen informatika,999.0
institut agama islam hamzanwadi nw pancor lombok timur,ekonomi syariah,999.0
universitas nurul jadid,pendidikan bahasa inggris,999.0
institut agama islam negeri batusangkar,pengembangan masyarakat islam,999.0
universitas pattimura,pendidikan matematika,999.0
institut teknologi telkom surabaya,sistem informasi,999.0
akademi komunitas perkebunan yogyakarta,pemeliharaan kelapa sawit,999.0
stei al amar subang jawa barat,ekonomi syariah,999.0
stai miftahul huda pamanukan subang,pendidikan guru madrasah ibtidaiyah,999.0
sekolah tinggi teologi elohim,teologi,999.0
institut agama islam negeri kerinci,ilmu alquran dan tafsir,999.0
sekolah tinggi ilmu ekonomi hidayatullah depok,akuntansi,999.0
sekolah tinggi ilmu ekonomi indonesia medan,akuntansi,999.0
stmik mercusuar,sistem informasi,999.0
universitas mathla ul anwar,ilmu komunikasi,999.0
universitas tabanan,agribisnis,999.0
universitas samawa,teknik mesin,999.0
universitas jember,agronomi,999.0
institut ummul quro alislami bogor jawa barat,komunikasi dan penyiaran islam,999.0
universitas padjadjaran,ilmu komunikasi k pangandaran,7.0
universitas padjadjaran,bisnis internasional,7.0
universitas mitra karya,bisnis jasa,999.0
politeknik negeri manado,manajemen pemasaran,999.0
universitas diponegoro,akuntansi k pekalongan,8.0
universitas dharmas indonesia,pendidikan bahasa inggris,999.0
universitas negeri medan,pendidikan ekonomi,999.0
universitas negeri yogyakarta,teknik elektronika,19.0
universitas dian nusantara,manajemen,999.0
universitas negeri yogyakarta,pendidikan bahasa inggris,19.0
institut teknologi telkom purwokerto,teknik industri,999.0
institut teknologi telkom purwokerto,teknik elektro,999.0
politeknik negeri malang,teknologi konstruksi jalan,999.0
stia asuh mitra solo,manajemen perkantoran,999.0
universitas terbuka,akuntansi,999.0
universitas jenderal achmad yani yogyakarta,informatika,999.0
universitas sains dan teknologi komputer,sistem komputer,999.0
institut agama islam negeri palopo,pendidikan bahasa arab,999.0
universitas bina mandiri gorontalo,manajemen,999.0
institut agama islam yasni bungo,pendidikan islam anak usia dini,999.0
universitas budi darma,manajemen informatika,999.0
politeknik nsc surabaya,administrasi niaga,999.0
institut bisnis dan keuangan nitro,perdagangan internasional,999.0
universitas nuku,ilmu komunikasi,999.0
politeknik pelayaran banten,manajemen transportasi laut,999.0
universitas halu oleo,jurnalistik,999.0
institut teknologi telkom surabaya,teknik industri,999.0
institut teknologi sepuluh nopember,desain komunikasi visual,6.0
universitas islam raden rahmat,perbankan syariah,999.0
politeknik negeri madiun,akuntansi,999.0
universitas mahendradatta,teknik industri,999.0
universitas amikom yogyakarta,teknik komputer,999.0
universitas islam negeri maulana malik ibrahim,perpustakaan dan ilmu informasi,999.0
politeknik unggul lp3m,akuntansi,999.0
stain gajah putih takengon aceh tengah,ekonomi syariah,999.0
stit jembrana bali,pendidikan bahasa arab,999.0
institut agama islam darul dawah wal irsyad polewali mandar,pendidikan bahasa arab,999.0
institut agama islam negeri palu,perbandingan madzhab,999.0
universitas ratu samban,budidaya perairan,999.0
institut agama islam tarbiyatut tholabah lamongan jawa timur,pendidikan guru madrasah ibtidaiyah,999.0
politeknik amamapare,teknik sipil,999.0
universitas yudharta pasuruan,ekonomi syariah,999.0
universitas islam indragiri,akuntansi,999.0
universitas hasanuddin,sastra perancis,11.0
universitas mulawarman,ekonomi pembangunan,999.0
sekolah tinggi ilmu administrasi lancang kuning,ilmu administrasi negara,999.0
politeknik bosowa,perpajakan,999.0
universitas diponegoro,teknologi rekayasa konstruksi perkapalan,8.0
institut pertanian bogor,fisika,5.0
stie widyaswara indonesia,manajemen,999.0
universitas sembilanbelas november kolaka,pendidikan kimia,999.0
universitas nahdlatul ulama gorontalo,kesejahteraan sosial,999.0
universitas pasir pengaraian,sistem informasi,999.0
universitas hasanuddin,teknik pertambangan,11.0
akademi farmasi mahadhika,farmasi,999.0
akademi farmasi tadulako farma,farmasi,999.0
akademi kebidanan tahirah al baeti bulukumba,kebidanan,999.0
akademi keperawatan alkautsar temanggung,keperawatan,999.0
akademi keperawatan pandan harum banjarmasin,keperawatan,999.0
institut kesehatan dan bisnis surabaya,kebidanan,999.0
institut kesehatan rajawali,laboratorium medik,999.0
politeknik kesehatan kartini bali,kebidanan,999.0
politeknik kesehatan kementerian kesehatan jayapura,farmasi,999.0
politeknik kesehatan kementerian kesehatan manado,teknologi laboratorium medis,999.0
politeknik kesehatan kementerian kesehatan semarang,terapi gigi,999.0
politeknik kesehatan kementerian kesehatan surabaya,keperawatan,999.0
sekolah tinggi ilmu kesehatan karya kesehatan,keperawatan,999.0
sekolah tinggi ilmu kesehatan mahardika cirebon,kesehatan masyarakat,999.0
sekolah tinggi ilmu kesehatan majapahit,kesehatan masyarakat,999.0
sekolah tinggi ilmu kesehatan suaka insan,ilmu keperawatan,999.0
sekolah tinggi ilmu kesehatan william booth,keperawatan,999.0
stikes pelita ibu,kebidanan,999.0
universitas baiturrahmah,administrasi rumah sakit,999.0
universitas baiturrahmah,keperawatan anestesiologi,999.0
universitas bhakti kencana,kebidanan,999.0
universitas mandala waluya,ilmu keperawatan,999.0
universitas muhammadiyah bengkulu,ilmu keperawatan,999.0
universitas muhammadiyah gresik,kebidanan,999.0
universitas sains alqur an,keperawatan,999.0
stai rokan,pendidikan guru madrasah ibtidaiyah,999.0
sekolah tinggi ilmu tarbiyah mumtaz,manajemen pendidikan islam,999.0
institut agama islam negeri parepare,hukum pidana islam,999.0
iain tulungagung,psikologi islam,999.0
sekolah tinggi ilmu ekonomi persada bunda,akuntansi,999.0
stai nurul falah airmolek,ilmu alquran dan tafsir,999.0
sekolah tinggi keguruan dan ilmu pendidikan al maksum,pendidikan guru sekolah dasar,999.0
universitas islam riau,hubungan internasional,999.0
stit pagar alam,pendidikan guru madrasah ibtidaiyah,999.0
sekolah tinggi ilmu tarbiyah al mubarok bandar mataram,manajemen pendidikan islam,999.0
institut agama islam negeri batusangkar,manajemen bisnis syariah,999.0
universitas pattimura,pendidikan bahasa inggris,999.0
stai siliwangi bandung,perbankan syariah,999.0
universitas muhammadiyah gorontalo,psikologi,999.0
stai ahsanta jambi,tadris bahasa inggris,999.0
sekolah tinggi manajemen informatika dan komputer komputama majenang,sistem informasi,999.0
stit alanshar tanjung selor bulungan,pendidikan islam anak usia dini,999.0
